column,normal_mean,anomaly_mean,difference
total_packets,-0.06280916526315987,0.5652824877018827,0.6280916529650425
total_bytes,-0.19312662226399316,1.7381396008391508,1.9312662231031439
bytes_per_packet,-0.1854338589166667,1.6689047305690679,1.8543385894857345
TCP_ratio,0.137675618456219,-1.2390805663939388,1.3767561848501577
ICMP_ratio,-0.029957561070807794,0.2696180497400118,0.29957561081081957
ARP_ratio,-0.12547263526946595,1.129253717332512,1.2547263526019778
UDP_ratio,0.021006952310120206,-0.1890625690951981,0.21006952140531832
