total_packets,total_bytes,bytes_per_packet,TCP_ratio,ICMP_ratio,ARP_ratio,UDP_ratio,hour,day_of_week,quic_ratio,non_encrypted_ratio,sslv2_ratio,weak_cipher_ratio,unknown_cipher_ratio,packet_size_mean,packet_size_median,packet_size_min,packet_size_max,ethernet_ratio,ip_ratio,tcp_ratio,udp_ratio,arp_ratio,icmp_ratio
-0.9772193853449525,-0.5064517513735468,-0.050345883936251154,0.6159888365887639,0.6668465778204565,-0.9280472042439539,0.5475671709941649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
0.8768781108617836,0.25179838027873563,-0.032188235211394446,0.727044220972889,0.8967763174906097,-1.0382788433285433,-0.4295820015782122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
0.4189121057441781,0.0005834709737869797,-0.14011817317633926,0.28622514517978237,-0.1868509223851482,-0.12279619395489946,-0.8861823124863172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
0.3753897136982562,0.04612703884003749,-0.03509354054736936,1.1611971223378768,-0.686356351973623,-0.8354014236127236,-0.32639092934875114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
0.24554912173487986,0.011992050824896178,-0.0016770674084637437,-0.15104158234751125,1.15649747130193,-0.6838999030240227,3.8704771918495835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
0.14048505011818027,-0.00840633092844646,0.04224908305503691,0.8072431745010671,-0.9010472196438419,-0.5832991449041918,1.6180882175640388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
0.6240994765917297,0.1631263595937779,-0.010657833510729176,0.24642756051442571,0.7736848842259356,-0.5195145539087949,-0.3828101474531556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
0.4218911008591744,0.07718553707996972,-0.014879338443577712,1.3909628760579802,-1.0832919029580594,-0.8484032689293143,-0.8861823124863172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
1.311666080816369,0.20560534211414994,-0.2978960687339744,1.2966848683111052,-1.1553965909795532,-0.7263818705467503,-0.8861823124863172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
0.32532806408283016,-0.10296476036167608,-0.2582774747430311,-0.17694837005484634,2.266552898399992,-0.8207809490592525,0.8319539818778182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
4.1993295650919515,4.164149893060957,1.561017003508474,1.181251121424244,-0.2845340704062805,-1.0036361736803388,-0.4750669007097834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
0.6671132597155791,4.167693213295646,5.958630060767797,0.08916782702208585,0.9682098873306534,-0.4424727498960128,-0.3914339738661098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
-1.1837872661238438,-0.6487273332697745,-0.38798049360462183,-3.2810983854985416,1.7337814236293938,2.4366764487627526,0.9964329106192075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
-1.4215256079840382,-0.7305573700329764,-0.4560476483077913,-2.9456428291686203,-1.3389850421072829,3.5264473445672953,-0.8861823124863172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
-0.6793198738453201,-0.47968506830955904,-0.3504611011235381,-0.42764159277885655,-1.090217191424782,0.7444668562521427,1.2476205882901767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
-1.0240840645930653,-0.5584305000764962,-0.2023850552636451,-1.0665490499248935,-0.9855622174476151,1.389731540903725,0.6295574553141322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
-0.9429246123137752,-0.5708858802903101,-0.37679943238005525,-0.6468506226993948,-0.052681060391763554,0.6119505242402992,0.4929745801420523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
-0.809741733148208,-0.5017097466777966,-0.27782741044439957,-0.8647899498196933,-0.7786848046575121,1.2502686872350992,-0.8861823124863172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
-1.2986602240947995,-0.6791859682630385,-0.3508114262505115,-1.5839679270326572,-0.8074842368624303,1.970287363509478,-0.8861823124863172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
0.6918171216448169,0.1741777749882326,-0.03568126576422716,0.7187514484466011,0.7172582222015034,-0.9144558311885765,-0.8861823124863172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
-0.5690243961730173,-0.416063345646956,-0.2675766698448307,-1.1396824377462271,2.069625184209324,0.36914080346092526,-0.8861823124863172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
0.4181128631523498,-0.06773345966237004,-0.253165012927074,-0.18763644461326404,0.7099771986207535,-0.1223205312816494,0.21225182019302416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
0.45582258180315693,0.014298131404326274,-0.14050590117108966,-0.25312974253889975,1.054254909464477,-0.14440291028305519,-0.3459722186062885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
0.09507353921884608,-0.20710821316367056,-0.30548688496116405,-0.45044896170263443,0.9019954162558803,-0.018789072780540473,1.0360156682896293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
0.996691841218587,0.23915398172547045,-0.1134162574222798,0.8279190631650698,-0.31924749655040424,-0.7265262169271149,0.4258354543414386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
0.22767515104490194,-0.1433809294738731,-0.2702081382602048,0.518269709818775,-0.22031074054306501,-0.3378225918017698,-0.8861823124863172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
-1.0242293814279433,-0.580345101944345,-0.3026857570887418,0.6744978236158129,-1.3389850421072829,-0.039298280670475666,-0.8861823124863172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
-1.0003247620905338,-0.5499655982505574,-0.20293047639395764,0.4335991949418586,-1.3389850421072829,0.1979806854545938,-0.8861823124863172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
-0.41048372932126165,-0.3319961287414578,-0.19015456015797774,0.6322172323289634,-0.5305778144990098,-0.3245823371677921,-0.8861823124863172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
0.031134131872583525,-0.2145242305623535,-0.2775352009152534,-0.2845863392980464,1.441908249422641,-0.4691676737739366,1.7641593418073451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
1.1840052413761606,0.3530727077283705,-0.06153411168876088,0.9082196563032156,-0.19100758951574642,-0.8498277005881789,0.3446628367388575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
-0.393409001223112,-0.32509361221750877,-0.18840302531725334,-0.9082374296845569,0.6582372833280566,0.6311852024848952,-0.029624927796639906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
0.6444438334746314,0.027519815838287914,-0.22822240550970305,0.40518347109416697,-0.05846591607567517,-0.433121202266625,0.6115861810178678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
-0.12217512892356873,-0.24376195107267642,-0.22707391297473367,0.2606392915295693,-0.4977187835946215,-0.10796335209101296,0.5570076960415631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
-0.794047514981398,-0.5108004994038232,-0.3295760925795082,-0.026939997562189857,-1.0630240840362277,0.5399981250097244,-0.8861823124863172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
-0.9386377656848781,-0.5359982292048111,-0.2374873790559436,-0.5023086932526378,-1.0189323693384034,0.8609598326194235,0.48644144030543457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
-0.978890528946048,-0.5349034006272207,-0.17111498838711342,-0.07455237393658967,-1.3389850421072829,0.6984969381289208,-0.8861823124863172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
-0.17877603610849888,-0.23712442651409246,-0.16673361310135315,0.48294673808763033,0.5747240502289602,-0.6245517548602617,-0.8861823124863172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
0.5276817566502634,-0.006801664377454708,-0.21700335800887244,0.5712058394740478,0.49315862102686087,-0.7772907374795007,0.16149686639720223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
-0.13183869844294704,-0.20387819729985268,-0.1319549527155567,0.7364105079459465,0.18384293675546806,-0.7845578803799935,-0.16051361512983908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
